Warona Klaas | operation insert count 0 | operation find count = 15
Tshegofatso Nkosi | operation insert count 12 | operation find count = 19
Siphosethu Smith | operation insert count 10 | operation find count = 17
Likuwe Mnisi | operation insert count 12 | operation find count = 21
Reatlegile Davids | operation insert count 13 | operation find count = 21
Khayone Baloyi | operation insert count 12 | operation find count = 21
Bokang Mofokeng | operation insert count 12 | operation find count = 23
Angel Peter | operation insert count 12 | operation find count = 21
Lesedi Nkuna | operation insert count 9 | operation find count = 17
Lethokuhle Smith | operation insert count 10 | operation find count = 19
Banele Moeng | operation insert count 12 | operation find count = 23
Jayden Gumede | operation insert count 11 | operation find count = 19
Asemahle Ndou | operation insert count 9 | operation find count = 15
Luthando Modise | operation insert count 7 | operation find count = 15
Reatlegile Davids | operation insert count 13 | operation find count = 21
Kamogelo Khoza | operation insert count 10 | operation find count = 19
Ofentse Mathebula | operation insert count 11 | operation find count = 21
Bonolo Tshabalala | operation insert count 12 | operation find count = 19
Amahle Olyn | operation insert count 10 | operation find count = 21
Lesedi Hendricks | operation insert count 11 | operation find count = 23
Aphelele Ngwenya | operation insert count 9 | operation find count = 17
Alwande Mnisi | operation insert count 12 | operation find count = 21
Rorisang Jack | operation insert count 11 | operation find count = 23
Katlego Ndou | operation insert count 11 | operation find count = 19
Lisakhanya Mogale | operation insert count 10 | operation find count = 21
Katlego Jack | operation insert count 12 | operation find count = 23
Aphelele Mokoena | operation insert count 10 | operation find count = 23
Letlotlo Chauke | operation insert count 11 | operation find count = 19
Ava Booi | operation insert count 11 | operation find count = 19
Banele Adams | operation insert count 11 | operation find count = 19
Ofentse Mokoena | operation insert count 12 | operation find count = 17
Bokamoso Tshabalala | operation insert count 12 | operation find count = 21
Alunamda Witbooi | operation insert count 12 | operation find count = 19
Bandile Hendricks | operation insert count 12 | operation find count = 21
Aphelele Moloi | operation insert count 12 | operation find count = 19
Karabo Maseko | operation insert count 11 | operation find count = 19
Banele Baloyi | operation insert count 10 | operation find count = 19
Omaatla Van | operation insert count 10 | operation find count = 21
Amogelang Dyantyi | operation insert count 11 | operation find count = 21
Nkosenhle Mohlala | operation insert count 12 | operation find count = 17
Enzokuhle Khoza | operation insert count 11 | operation find count = 21
Liam Moeng | operation insert count 11 | operation find count = 21
Philasande Madikizela | operation insert count 12 | operation find count = 19
Lingomso Madikizela | operation insert count 11 | operation find count = 23
Lubanzi Mosia | operation insert count 8 | operation find count = 19
Kamogelo Louw | operation insert count 10 | operation find count = 19
Reneilwe Mudau | operation insert count 11 | operation find count = 21
Alwande Maluleke | operation insert count 10 | operation find count = 21
Tshegofatso Jack | operation insert count 8 | operation find count = 21
Junior Witbooi | operation insert count 12 | operation find count = 21
Iminathi Cloete | operation insert count 11 | operation find count = 23
Alwande Dlamini | operation insert count 10 | operation find count = 19
Alunamda Jack | operation insert count 9 | operation find count = 17
Likuwe Ngcobo | operation insert count 11 | operation find count = 21
Luphawu Khumalo | operation insert count 9 | operation find count = 23
Lesedi Beukes | operation insert count 11 | operation find count = 19
Hlelokuhle Olyn | operation insert count 8 | operation find count = 7
Leano Gumede | operation insert count 9 | operation find count = 21
Enzokuhle Radebe | operation insert count 10 | operation find count = 19
Onthatile Buthelezi | operation insert count 11 | operation find count = 25
Iminathi Adams | operation insert count 12 | operation find count = 21
Tshegofatso Daniels | operation insert count 9 | operation find count = 19
Jayden Khumalo | operation insert count 11 | operation find count = 23
Enzokuhle Visagie | operation insert count 12 | operation find count = 23
Warona Beukes | operation insert count 11 | operation find count = 23
Joshua Williams | operation insert count 11 | operation find count = 21
Reneilwe Mkhize | operation insert count 10 | operation find count = 23
Tshegofatso Moeng | operation insert count 13 | operation find count = 23
Angel Maluleke | operation insert count 11 | operation find count = 19
Lubanzi Davids | operation insert count 10 | operation find count = 21
Iminathi Modise | operation insert count 11 | operation find count = 19
Asemahle Ngwenya | operation insert count 11 | operation find count = 19
Kamohelo Beukes | operation insert count 11 | operation find count = 19
Alunamda Petersen | operation insert count 11 | operation find count = 17
Olothando Radebe | operation insert count 11 | operation find count = 23
Lubanzi Nhlapo | operation insert count 9 | operation find count = 15
Thandolwethu Maseko | operation insert count 12 | operation find count = 21
Philasande Madikizela | operation insert count 12 | operation find count = 19
Bokamoso Mathebula | operation insert count 12 | operation find count = 23
Kungawo Buthelezi | operation insert count 11 | operation find count = 21
Remofilwe Khoza | operation insert count 11 | operation find count = 21
Aphelele Ngwenya | operation insert count 9 | operation find count = 17
Mia Booysen | operation insert count 11 | operation find count = 23
Sphesihle Radebe | operation insert count 11 | operation find count = 21
Rethabile Jacobs | operation insert count 10 | operation find count = 19
Iminathi Modise | operation insert count 12 | operation find count = 21
Amohelang Adams | operation insert count 11 | operation find count = 25
Asemahle Daniels | operation insert count 12 | operation find count = 23
Iminathi Chauke | operation insert count 11 | operation find count = 23
Katlego Mudau | operation insert count 12 | operation find count = 19
Philasande Booysen | operation insert count 12 | operation find count = 25
Bayanda Tshabalala | operation insert count 12 | operation find count = 21
Katlego Klaas | operation insert count 10 | operation find count = 21
Lebogang Louw | operation insert count 11 | operation find count = 19
Siphesihle Mudau | operation insert count 13 | operation find count = 25
Lethokuhle Louw | operation insert count 9 | operation find count = 13
Okuhle Visagie | operation insert count 11 | operation find count = 19
Letlotlo Moloi | operation insert count 9 | operation find count = 19
Asemahle Madikizela | operation insert count 11 | operation find count = 25
Bokamoso Radebe | operation insert count 6 | operation find count = 21
Oratilwe Abrahams | operation insert count 12 | operation find count = 21
Rethabile Shabangu | operation insert count 11 | operation find count = 19
Enzokuhle Maseko | operation insert count 10 | operation find count = 21
Thato Witbooi | operation insert count 12 | operation find count = 23
Bonolo Klaas | operation insert count 11 | operation find count = 19
Jayden Gumede | operation insert count 8 | operation find count = 23
Siphesihle Tsotetsi | operation insert count 12 | operation find count = 17
Junior Khoza | operation insert count 11 | operation find count = 21
Leah Molefe | operation insert count 11 | operation find count = 23
Othalive Daniels | operation insert count 12 | operation find count = 23
Esihle Smith | operation insert count 10 | operation find count = 23
Katlego Moloi | operation insert count 10 | operation find count = 19
Luke Shabangu | operation insert count 5 | operation find count = 15
Enzokuhle Louw | operation insert count 11 | operation find count = 17
Rorisang Mudau | operation insert count 13 | operation find count = 23
Lethokuhle Mkhize | operation insert count 12 | operation find count = 19
Katleho Gumede | operation insert count 12 | operation find count = 23
Kungawo Mthembu | operation insert count 11 | operation find count = 19
