Okuhle Booysen | operation insert count 0 | operation find count = 5
Mia Dyantyi | operation insert count 12 | operation find count = 21
Aphelele Sithole | operation insert count 13 | operation find count = 17
Lethabo Louw | operation insert count 11 | operation find count = 25
Kamogelo Ngobeni | operation insert count 11 | operation find count = 21
Lubanzi Nkuna | operation insert count 12 | operation find count = 23
Thato Van | operation insert count 12 | operation find count = 23
Oratilwe Motaung | operation insert count 11 | operation find count = 23
Bonolo Davids | operation insert count 10 | operation find count = 13
Bonolo Dlamini | operation insert count 10 | operation find count = 19
Melokuhle Mthembu | operation insert count 12 | operation find count = 21
Alwande Mathebula | operation insert count 10 | operation find count = 23
Katlego Ndou | operation insert count 11 | operation find count = 25
Blessing Davids | operation insert count 10 | operation find count = 19
Okuhle Williams | operation insert count 12 | operation find count = 17
Kamogelo Williams | operation insert count 10 | operation find count = 17
Reatlegile Ngobeni | operation insert count 12 | operation find count = 21
Lethabo Tsotetsi | operation insert count 8 | operation find count = 15
Othalive Shabangu | operation insert count 12 | operation find count = 23
Rethabile Olyn | operation insert count 13 | operation find count = 21
Phenyo Madikizela | operation insert count 12 | operation find count = 25
Melokuhle Mathebula | operation insert count 10 | operation find count = 17
Noah Molefe | operation insert count 13 | operation find count = 27
Reatlegile Molefe | operation insert count 11 | operation find count = 19
Alunamda Moloi | operation insert count 13 | operation find count = 19
Blessing Davids | operation insert count 10 | operation find count = 19
Okuhle Mkhize | operation insert count 9 | operation find count = 11
Esihle Visagie | operation insert count 12 | operation find count = 23
Bokamoso Visagie | operation insert count 12 | operation find count = 23
Noah Visagie | operation insert count 12 | operation find count = 23
Remofilwe Ndlovu | operation insert count 12 | operation find count = 19
Lingomso Dyantyi | operation insert count 12 | operation find count = 17
Warona Moloi | operation insert count 12 | operation find count = 25
Asemahle Ngobeni | operation insert count 11 | operation find count = 23
Nkosenhle Tsotetsi | operation insert count 10 | operation find count = 21
Siphesihle Radebe | operation insert count 12 | operation find count = 19
Bonolo Abrahams | operation insert count 10 | operation find count = 19
Karabo Mnisi | operation insert count 13 | operation find count = 21
Alunamda Shabangu | operation insert count 12 | operation find count = 23
Olerato Abrahams | operation insert count 11 | operation find count = 21
Othalive Louw | operation insert count 11 | operation find count = 23
Lwandle Dlamini | operation insert count 12 | operation find count = 19
Kungawo Mkhize | operation insert count 10 | operation find count = 15
Bokang Radebe | operation insert count 13 | operation find count = 23
Hlelokuhle Ngwenya | operation insert count 11 | operation find count = 25
Naledi Mogale | operation insert count 12 | operation find count = 21
Letlotlo Mthembu | operation insert count 11 | operation find count = 21
Asemahle Ndou | operation insert count 12 | operation find count = 21
Lebogang Baloyi | operation insert count 11 | operation find count = 23
Likuwe Beukes | operation insert count 12 | operation find count = 19
Oratile Louw | operation insert count 11 | operation find count = 19
Siphosethu Madikizela | operation insert count 12 | operation find count = 21
Omphile Motloung | operation insert count 13 | operation find count = 23
Noah Visagie | operation insert count 12 | operation find count = 23
Amohelang Mudau | operation insert count 11 | operation find count = 25
Katlego Maseko | operation insert count 12 | operation find count = 23
Junior Booi | operation insert count 10 | operation find count = 19
Warona Madikizela | operation insert count 12 | operation find count = 23
Amohelang Mosia | operation insert count 11 | operation find count = 21
Onthatile Maseko | operation insert count 7 | operation find count = 15
Amahle Mathebula | operation insert count 11 | operation find count = 25
Lwandle Ndlovu | operation insert count 13 | operation find count = 23
Bandile Nkosi | operation insert count 12 | operation find count = 23
Esihle Ngobeni | operation insert count 12 | operation find count = 25
Karabo Abrahams | operation insert count 12 | operation find count = 21
Kamogelo Baloyi | operation insert count 11 | operation find count = 15
Alwande Booysen | operation insert count 9 | operation find count = 19
Nkosenhle Smith | operation insert count 12 | operation find count = 23
Ofentse Olyn | operation insert count 12 | operation find count = 21
Isabella Shabangu | operation insert count 12 | operation find count = 25
Caleb Modise | operation insert count 12 | operation find count = 23
Rorisang Beukes | operation insert count 11 | operation find count = 23
Likuwe Modise | operation insert count 13 | operation find count = 19
Olothando Radebe | operation insert count 12 | operation find count = 23
Mia Beukes | operation insert count 11 | operation find count = 21
Siphesihle Ngwenya | operation insert count 11 | operation find count = 19
Omphile Booi | operation insert count 11 | operation find count = 21
Katlego Abrahams | operation insert count 13 | operation find count = 13
Tshegofatso Louw | operation insert count 10 | operation find count = 21
Iminathi Mkhize | operation insert count 12 | operation find count = 21
Kamogelo Beukes | operation insert count 12 | operation find count = 21
Liam Maseko | operation insert count 11 | operation find count = 23
Lethokuhle Peter | operation insert count 9 | operation find count = 13
Lingomso Mokoena | operation insert count 11 | operation find count = 25
Thato Maseko | operation insert count 11 | operation find count = 23
Bokang Davids | operation insert count 11 | operation find count = 15
Bonolo Tshabalala | operation insert count 12 | operation find count = 23
Lingomso Louw | operation insert count 12 | operation find count = 21
Minenhle Ngwenya | operation insert count 11 | operation find count = 21
Noah Van | operation insert count 12 | operation find count = 19
Lingomso Dlamini | operation insert count 8 | operation find count = 9
Lesedi Mthembu | operation insert count 11 | operation find count = 23
Karabo Maseko | operation insert count 12 | operation find count = 25
Amogelang Sithole | operation insert count 13 | operation find count = 19
Bonolo Smith | operation insert count 10 | operation find count = 17
Omphile Klaas | operation insert count 12 | operation find count = 19
Hlelokuhle Sithole | operation insert count 13 | operation find count = 21
Amogelang Adams | operation insert count 11 | operation find count = 23
Katlego Maluleke | operation insert count 14 | operation find count = 23
Luthando Tsotetsi | operation insert count 11 | operation find count = 19
Phenyo Buthelezi | operation insert count 11 | operation find count = 11
Leah Nkosi | operation insert count 12 | operation find count = 25
Phenyo Smith | operation insert count 11 | operation find count = 13
Lethabo Mkhize | operation insert count 12 | operation find count = 17
Bonolo Maseko | operation insert count 13 | operation find count = 23
Ofentse Olyn | operation insert count 12 | operation find count = 21
Omolemo Baloyi | operation insert count 10 | operation find count = 17
Bonolo Madikizela | operation insert count 12 | operation find count = 21
Relebohile Gumede | operation insert count 11 | operation find count = 23
Enzokuhle Madikizela | operation insert count 12 | operation find count = 25
Lethokuhle Mthembu | operation insert count 11 | operation find count = 21
Lingomso Maluleke | operation insert count 9 | operation find count = 19
Omphile Modise | operation insert count 13 | operation find count = 21
Okuhle Buthelezi | operation insert count 12 | operation find count = 17
Ayabonga Hendricks | operation insert count 9 | operation find count = 21
Bayanda Modise | operation insert count 12 | operation find count = 23
Luke Malatji | operation insert count 12 | operation find count = 23
Joshua Mthembu | operation insert count 12 | operation find count = 21
Emihle Ndou | operation insert count 12 | operation find count = 19
